scorer_short_name,nationality_name,total_game_changing_goals,avg_elo_improvement,fc26_overall_rating
Levan Mchedlidze,,1,No Elo Data,
Levi García,,2,No Elo Data,
Levon Hayrapetyan,,1,No Elo Data,
Lewis Ferguson,Scotland,1,31.0,78.0
Lewis Miller,Australia,1,-65.0,66.0
Lexa Bibi,,1,No Elo Data,
Leônidas da Silva,,4,No Elo Data,
Li Bing,,3,No Elo Data,
Li Huan-wen,,1,No Elo Data,
Li Huayun,,1,No Elo Data,
Li Hui,,1,No Elo Data,
Li Jinyu,,4,No Elo Data,
Li Ming,South Korea,3,30.0,70.0
Li Weifeng,,3,No Elo Data,
Li Xiao,Hong Kong,1,No Elo Data,50.0
Li Xiaopeng,,1,No Elo Data,
Li Yong-Sob,,2,No Elo Data,
Liam Brady,,2,No Elo Data,
Liam Cullen,,2,No Elo Data,
Liam O'Kane,,1,No Elo Data,
Liam Scales,Republic of Ireland,1,No Elo Data,75.0
Liam Tuohy,,1,No Elo Data,
Liam Walker,,2,No Elo Data,
Liberato Cacace,,1,No Elo Data,
Libor Sionko,,4,No Elo Data,
Lilian Thuram,France,2,63.0,85.0
Limberg Gutiérrez,,1,No Elo Data,
Limbikani Mzava,,1,No Elo Data,
Lin Lefeng,,1,No Elo Data,
Lin Wen Han,,1,No Elo Data,
Linnal Wilson,,1,No Elo Data,
Lino Nessi,,1,No Elo Data,
Linos Makwaza,,1,No Elo Data,
Lionel Messi,Argentina,24,5.93,86.0
Lior Refaelov,,2,No Elo Data,
Lirim Kastrati,,1,No Elo Data,
Lisi Leututu,,1,No Elo Data,
Litsepe Marabe,,1,No Elo Data,
Liu Binbin,China PR,1,No Elo Data,60.0
Liu Haiguang,,1,No Elo Data,
Livano Comenencia,Curacao,2,No Elo Data,62.0
Liédson,,1,No Elo Data,
Ljubomir Radanović,,2,No Elo Data,
Ljupčo Markovski,,1,No Elo Data,
Llewellyn Riley,,2,No Elo Data,
Lo Hung-Hoi,,1,No Elo Data,
Lo Kwan Yee,,1,No Elo Data,
Locelles Dinckley,,1,No Elo Data,
Logan Rogerson,,1,No Elo Data,
Loizos Loizou,,1,No Elo Data,
Lokenge Mungongo,,1,No Elo Data,
Lokoua Taufahema,,3,No Elo Data,
Lorenzo Fernández,,1,No Elo Data,
Lorenzo Gimenez,,1,No Elo Data,
Lorenzo Insigne,,2,No Elo Data,
Lorenzo Lazzari,,1,No Elo Data,
Lorenzo Pellegrini,Italy,1,No Elo Data,80.0
Lorenzo Staelens,,3,No Elo Data,
Lorenzo Tehau,,1,No Elo Data,
Lorry Thomsen,,1,No Elo Data,
Lothar Emmerich,,1,No Elo Data,
Lothar Matthäus,,6,No Elo Data,
Lou Macari,,1,No Elo Data,
Louicius Don Deedson,Haiti,1,42.0,65.0
Louis Floch,,1,No Elo Data,
Louis Mafouta,Central African Republic,1,No Elo Data,70.0
Louis Saha,,1,No Elo Data,
Louis Schaub,Austria,6,4.67,67.0
Louis-Paul M'Fédé,,3,No Elo Data,
Lovro Majer,Croatia,2,46.5,78.0
Loïc Loval,,1,No Elo Data,
Loïc Négo,Hungary,1,No Elo Data,72.0
Loïc Rémy,,1,No Elo Data,
Loïs Openda,Belgium,1,-139.0,83.0
Luanzinho,,1,No Elo Data,
Lubambo Musonda,Zambia,1,No Elo Data,68.0
Luboš Kubík,,1,No Elo Data,
Luc Holtz,,1,No Elo Data,
Luc Nilis,,3,No Elo Data,
Luca Gobbi,,1,No Elo Data,
Luca Toni,,4,No Elo Data,
Lucas Barrios,,3,No Elo Data,
Lucas Biglia,,1,No Elo Data,
Lucas Cavallini,,2,No Elo Data,
Lucas Cepeda,,1,No Elo Data,
Lucas Lima,,1,No Elo Data,
Lucas Mendes,Qatar,2,-54.5,70.0
Lucas Paquetá,Brazil,4,-1.0,80.0
Lucas Radebe,,1,No Elo Data,
Lucas Zelarayán,,2,No Elo Data,
Lucho González,,2,No Elo Data,
Luciano Figueroa,,3,No Elo Data,
Luciano Galletti,,1,No Elo Data,
Luciano Vassallo,,2,No Elo Data,
Lucien Kouassi Kouame,,1,No Elo Data,
Lucien Laurent,,1,No Elo Data,
Lucien Mettomo,,1,No Elo Data,
Lucjan Brychczy,,2,No Elo Data,
Ludo Coeck,,2,No Elo Data,
Ludovic Giuly,,1,No Elo Data,
Ludovic Magnin,,2,No Elo Data,
Ludwig Augustinsson,Sweden,2,13.5,72.0
Luigi Di Biagio,,1,No Elo Data,
Luigi Pieroni,,1,No Elo Data,
Luigi Riva,,4,No Elo Data,
Luis Alfonso Rodríguez,,1,No Elo Data,
Luis Alfredo Ramírez,,1,No Elo Data,
Luis Antonio Jiménez,,1,No Elo Data,
Luis Araneda,,1,No Elo Data,
Luis Artime,,4,No Elo Data,
Luis Carlos Perea,,1,No Elo Data,
Luis Cruz,,1,No Elo Data,
Luis Cubilla,,2,No Elo Data,
Luis Díaz,,9,No Elo Data,
Luis Enrique,Honduras,1,No Elo Data,71.0
Luis Enrique Cálix,,1,No Elo Data,
Luis Ernesto Castro,,1,No Elo Data,
Luis Ernesto Pérez,,1,No Elo Data,
Luis Espel,,1,No Elo Data,
Luis Estrada,,2,No Elo Data,
Luis Fernández,,2,No Elo Data,
Luis Flores,,1,No Elo Data,
Luis Fuentes,,1,No Elo Data,
Luis Gabriel Rey,,2,No Elo Data,
Luis Galeano,,1,No Elo Data,
Luis García,Spain,2,-8.0,77.0
Luis García Postigo,,7,No Elo Data,
Luis Gironella,,1,No Elo Data,
Luis Guzmán,,1,No Elo Data,
Luis Guzmán Gonzales,,1,No Elo Data,
Luis Góyez,,1,No Elo Data,
Luis Henríquez,,1,No Elo Data,
Luis Hernández,Spain,9,-6.33,73.0
Luis Luna,,1,No Elo Data,
Luis Manuel Seijas,,1,No Elo Data,
Luis Martén,,2,No Elo Data,
Luis Martínez,,1,No Elo Data,
Luis Mendoza,,1,No Elo Data,
Luis Miguel Noriega,,1,No Elo Data,
Luis Miguel Salvador,,1,No Elo Data,
Luis Montes,,1,No Elo Data,
Luis Monti,,3,No Elo Data,
Luis Monzón,,1,No Elo Data,
Luis Morales,,1,No Elo Data,
Luis Navarrete,,1,No Elo Data,
Luis Norberto Campero,,2,No Elo Data,
Luis Omar Sanchez,,1,No Elo Data,
Luis Palma,,1,No Elo Data,
Luis Paradela,,1,No Elo Data,
Luis Quiñónez,,1,No Elo Data,
Luis Ramallo,,4,No Elo Data,
Luis Ramírez Zapata,,1,No Elo Data,
Luis Regueiro,,1,No Elo Data,
Luis Reyna,,1,No Elo Data,
Luis Romo,,2,No Elo Data,
Luis Suárez,Uruguay,21,7.0,79.0
Luis Suárez Miramontes,,2,No Elo Data,
Luis Tejada,,10,No Elo Data,
Luis Vargas Peña,,2,No Elo Data,
Luis Zavalla,,1,No Elo Data,
Luis de Souza,,1,No Elo Data,
Luis del Sol,,1,No Elo Data,
Luisão,,2,No Elo Data,
Luiz Henrique,,1,No Elo Data,
Luizão,,1,No Elo Data,
Luk Man Wai,,1,No Elo Data,
Luka Jović,Serbia,3,No Elo Data,76.0
Luka Modrić,Croatia,12,9.18,83.0
Luka Đorđević,,1,No Elo Data,
Lukas Podolski,,10,No Elo Data,
Lukas Spalvis,,1,No Elo Data,
Luke Adams,,1,No Elo Data,
Luke Paris,,1,No Elo Data,
Luke Salisbury,,1,No Elo Data,
Luke Wilkshire,,1,No Elo Data,
Lukáš Haraslín,Slovakia,1,No Elo Data,78.0
Lukáš Hrádecký,Finland,1,No Elo Data,81.0
Lukáš Červ,Czechia,1,No Elo Data,74.0
Lungisani Ndlela,,1,No Elo Data,
Luton Shelton,,5,No Elo Data,
Lutz Lindemann,,2,No Elo Data,
Luís Fabiano,,9,No Elo Data,
Luís Fernandes,,1,No Elo Data,
Luís Figo,,9,No Elo Data,
Luís Leal,,1,No Elo Data,
Luís Oliveira,,1,No Elo Data,
Luís Roberto Alves,,4,No Elo Data,
Luís Trochillo,,1,No Elo Data,
Lyle Foster,,2,No Elo Data,
Lyle Taylor,,4,No Elo Data,
Lyndon Dykes,,7,No Elo Data,
Lyndon Hooper,,1,No Elo Data,
Lys Mouithys,,1,No Elo Data,
Lyuboslav Penev,,3,No Elo Data,
Lárus Guðmundsson,,1,No Elo Data,
Lárus Sigurðsson,,1,No Elo Data,
László Bálint,,2,No Elo Data,
László Bölöni,,4,No Elo Data,
László Fazekas,,1,No Elo Data,
László Fekete,,1,No Elo Data,
László Kiss,,3,No Elo Data,
László Klausz,,2,No Elo Data,
László Kleinheisler,,2,No Elo Data,
László Nagy,,1,No Elo Data,
László Pusztai,,2,No Elo Data,
Lázaro Darcourt,,1,No Elo Data,
Léger Djimrangar,,1,No Elo Data,
Léider Preciado,,1,No Elo Data,
Léon Dolmans,,2,No Elo Data,
Léon Glovacki,,1,No Elo Data,
Léon Mungamuni,,2,No Elo Data,
Léopold Anoul,,1,No Elo Data,
Léster Blanco,,2,No Elo Data,
Lê Công Vinh,,2,No Elo Data,
Lê Hữu Đức,,1,No Elo Data,
Líder Paz,,1,No Elo Data,
Lúcio,,1,No Elo Data,
Ma Hei Wai,,1,No Elo Data,
Ma Lin,Brazil,1,35.0,70.0
Ma Mingyu,,2,No Elo Data,
Mabululu,,3,No Elo Data,
Macchambes Younga-Mouhani,,2,No Elo Data,
Macha Gatien,,1,No Elo Data,
Maciej Żurawski,,6,No Elo Data,
Macnelly Torres,,2,No Elo Data,
Madjid Bougherra,,3,No Elo Data,
Mael Kaudre,,1,No Elo Data,
Magdi Abdelghani,,1,No Elo Data,
Maghnes Akliouche,France,1,7.0,80.0
Magnús Bergs,,1,No Elo Data,
Mahamadou Diarra,Mali,1,No Elo Data,63.0
Mahamadou N'Diaye,,2,No Elo Data,
Mahamane Cissé,,1,No Elo Data,
Mahamat Labbo,,2,No Elo Data,
Mahamoudou Kéré,,1,No Elo Data,
Maharan Radi,,1,No Elo Data,
Mahdi Abduljabbar,,1,No Elo Data,
Mahdi Al-Humaidan,,1,No Elo Data,
Mahdi Kamel,,2,No Elo Data,
Maher Hammam,,1,No Elo Data,
Maher Sabra,,2,No Elo Data,
Mahfood Sultan Al Araimi,,1,No Elo Data,
Mahir Emreli,,2,No Elo Data,
Mahir Shukurov,,1,No Elo Data,
Mahlon Houkarawa,,1,No Elo Data,
Mahmadu Alphajor Bah,,1,No Elo Data,
Mahmood Abdulrahman,,2,No Elo Data,
Mahmoud Al Baher,,1,No Elo Data,
Mahmoud Al-Jahani,,1,No Elo Data,
Mahmoud Al-Mardi,,1,No Elo Data,
Mahmoud Al-Mawas,,2,No Elo Data,
Mahmoud Al-Sayed,,1,No Elo Data,
Mahmoud Baquir Younes,,1,No Elo Data,
Mahmoud El Ali,,2,No Elo Data,
Mahmoud El Khatib,,2,No Elo Data,
Mahmoud El-Gohary,,1,No Elo Data,
Mahmoud Fathalla,,1,No Elo Data,
Mahmoud Mokhtar El-Tetsh,,2,No Elo Data,
Mahmoud Shelbaieh,,1,No Elo Data,
Mahmoud Soufi,,4,No Elo Data,
Mahmoud Yaseen Al-Soufi,,4,No Elo Data,
Mai Chao,,3,No Elo Data,
Maicon Sisenando,,2,No Elo Data,
Maik Galakos,,1,No Elo Data,
Maikel Reyes,,2,No Elo Data,
Majdi Shaaban Samir,,3,No Elo Data,
Majdi Siddiq,,1,No Elo Data,
Majed Abdullah,Saudi Arabia,5,40.8,54.0
Majid Musisi,,1,No Elo Data,
Mak King-Fun,,1,No Elo Data,
Mak Tian-fu,,1,No Elo Data,
Maksim Bordachyov,,1,No Elo Data,
Maksim Buznikin,,1,No Elo Data,
Maksim Igorevich Shevchenko,,1,No Elo Data,
Maksim Medvedev,,3,No Elo Data,
Maksim Romaschenko,,1,No Elo Data,
Maksim Samorodov,,2,No Elo Data,
Maksim Shatskikh,,7,No Elo Data,
Maksim Skavysh,,1,No Elo Data,
Maksim Valadzko,,1,No Elo Data,
Maksims Toņiševs,,1,No Elo Data,
Maksym Kalynychenko,,1,No Elo Data,
Mal Donaghy,,1,No Elo Data,
Malcolm Bland,,1,No Elo Data,
Malcolm Dunford,,2,No Elo Data,
Malcolm Macdonald,,1,No Elo Data,
Malcolm Shaw,Trinidad and Tobago,1,No Elo Data,57.0
Malek Mouath,,1,No Elo Data,
Malick Evouna,,1,No Elo Data,
Malik Awab,,1,No Elo Data,
Malik Jabir,,1,No Elo Data,
Malik Tillman,,1,No Elo Data,
Malkhaz Asatiani,,3,No Elo Data,
Mama Baldé,Guinea-Bissau,1,No Elo Data,73.0
Mama Ouattara,,1,No Elo Data,
Mamadou Aliou Keita,,1,No Elo Data,
Mamadou Bagayoko,,1,No Elo Data,
Mamadou Diallo,England,3,0.67,54.0
Mamadou Kané,,1,No Elo Data,
Mamadou Niang,,3,No Elo Data,
Mamadou Sakho,,1,No Elo Data,
Mamadou Samassa,Mali,4,No Elo Data,72.0
Mamadou Tall,,1,No Elo Data,
Mamadou Zongo,,3,No Elo Data,
Mamane Ali,,1,No Elo Data,
Mame Biram Diouf,,1,No Elo Data,
Mamedaly Karadanov,,1,No Elo Data,
Mamun Joarder,,1,No Elo Data,
Manfred Kaltz,,1,No Elo Data,
Manfred Linzmaier,,1,No Elo Data,
Manfred Ritschel,,1,No Elo Data,
Manfred Ugalde,,3,No Elo Data,
Manfred Zsak,,1,No Elo Data,
Maniche,,4,No Elo Data,
Maninho,,1,No Elo Data,
Manish Dangi,,1,No Elo Data,
Manny Rodríguez,,1,No Elo Data,
Manoel Alencar Monte,,1,No Elo Data,
Manolo,Italy,2,No Elo Data,69.0
Manolom Phomsouvanh,,1,No Elo Data,
Manor Solomon,Israel,6,No Elo Data,77.0
Mansour Boutabout,,3,No Elo Data,
Mansour Muftah,,9,No Elo Data,
Mansour Sulaiti,,1,No Elo Data,
Mantas Savėnas,,2,No Elo Data,
Manuchekhr Dzhalilov,,4,No Elo Data,
Manucho,,4,No Elo Data,
Manucho Diniz,,1,No Elo Data,
Manuel Akanji,,1,No Elo Data,
Manuel Alonso,,1,No Elo Data,
Manuel Asisclo Cordoba,,1,No Elo Data,
Manuel Bravo Paredes,,1,No Elo Data,
Manuel Cardoni,,1,No Elo Data,
Manuel Cuadra,,1,No Elo Data,
Manuel Fernandes,Portugal,5,-36.5,69.0
Manuel Ferreira,,3,No Elo Data,
Manuel Locatelli,Italy,1,No Elo Data,84.0
Manuel Lugo,,3,No Elo Data,
Manuel Marani,,1,No Elo Data,
Manuel Marengo,,1,No Elo Data,
Manuel Muñoz,,1,No Elo Data,
Manuel Negrete Arias,,1,No Elo Data,
Manuel Ott,,1,No Elo Data,
Manuel Ramírez,Argentina,2,-33.0,69.0
Manuel Recinos,,2,No Elo Data,
Manuel Rosas Arreola,,2,No Elo Data,
Manuel Sanchís Martínez,,1,No Elo Data,
Manuel Sarabia,,1,No Elo Data,
Manuel Seoane,,5,No Elo Data,
Manuel Varela,,1,No Elo Data,
Manuel Vasques,,2,No Elo Data,
Manvir Singh,India,1,No Elo Data,65.0
Maouhoub Ghazouani,,2,No Elo Data,
Marat Bikmaev,,1,No Elo Data,
Marat Izmailov,,1,No Elo Data,
Marc Berdoll,,1,No Elo Data,
Marc Bernaus,,1,No Elo Data,
Marc Degryse,,6,No Elo Data,
Marc Enoumba,,1,No Elo Data,
Marc Hottiger,,3,No Elo Data,
Marc Janko,,6,No Elo Data,
Marc Joseph,,1,No Elo Data,
Marc Overmars,,2,No Elo Data,
Marc Pujol,,2,No Elo Data,
Marc Rebés,,1,No Elo Data,
Marc Rieper,,2,No Elo Data,
Marc Vales,,2,No Elo Data,
Marc Van Der Linden,,2,No Elo Data,
Marc Wilmots,,5,No Elo Data,
Marc Wilson,,1,No Elo Data,
Marcel Bossi,,1,No Elo Data,
Marcel Büchel,,1,No Elo Data,
Marcel Coraș,,1,No Elo Data,
Marcel Desailly,,2,No Elo Data,
Marcel Di Domenico,,1,No Elo Data,
Marcel Halstenberg,,1,No Elo Data,
Marcel Koller,,1,No Elo Data,
Marcel Paeschen,,1,No Elo Data,
Marcel Sabitzer,Austria,7,7.8,80.0
Marcelinho Paraíba,,1,No Elo Data,
Marcelino Bernal,,1,No Elo Data,
Marcelino Martínez,,1,No Elo Data,
Marcelino Núñez,,1,No Elo Data,
Marcell Jansen,,1,No Elo Data,
Marcelo Balboa,,2,No Elo Data,
Marcelo Brozović,Croatia,3,20.0,81.0
Marcelo Gallardo,,4,No Elo Data,
Marcelo Martins Moreno,,3,No Elo Data,
Marcelo Nascimento da Costa,,1,No Elo Data,
Marcelo Otero,,3,No Elo Data,
Marcelo Salas,,10,No Elo Data,
Marcelo Saralegui,,4,No Elo Data,
Marcelo Zalayeta,,3,No Elo Data,
Marcial Barrios,,4,No Elo Data,
Marcial Salazar,,1,No Elo Data,
Marciano Leyman,,1,No Elo Data,
Marco Antonio Mendoza,,1,No Elo Data,
Marco Bode,,2,No Elo Data,
Marco Delvecchio,,1,No Elo Data,
Marco Etcheverry,,5,No Elo Data,
Marco Fabián,,2,No Elo Data,
Marco Fión,,1,No Elo Data,
Marco Garcés,,1,No Elo Data,
Marco Ilaimaharitra,Madagascar,1,No Elo Data,71.0
Marco Materazzi,,2,No Elo Data,
Marco Pappa,,3,No Elo Data,
Marco Paulo Rebelo Lopes,,1,No Elo Data,
Marco Reus,Germany,6,-41.0,79.0
Marco Rojas,,1,No Elo Data,
Marco Sandy,,1,No Elo Data,
Marco Streller,,1,No Elo Data,
Marco Tardelli,,2,No Elo Data,
Marco Ureña,,4,No Elo Data,
Marco Verratti,,1,No Elo Data,
Marco Zwyssig,,1,No Elo Data,
Marco van Basten,,9,No Elo Data,
Marcos Alonso Peña,,1,No Elo Data,
Marcos Lugris,,1,No Elo Data,
Marcos Paulo,Portugal,1,6.0,73.0
Marcos Pizzelli,,4,No Elo Data,
Marcos Rojo,,3,No Elo Data,
Marcus Allbäck,,6,No Elo Data,
Marcus Berg,,5,No Elo Data,
Marcus Danielson,,1,No Elo Data,
Marcus Forss,Finland,1,No Elo Data,70.0
Marcus Gayle,,1,No Elo Data,
Marcus Holmgren Pedersen,Norway,1,-10.0,72.0
Marcus Macauley,,1,No Elo Data,
Marcus Meloni,,1,No Elo Data,
Marcus Rashford,England,5,-2.0,80.0
Marcus Tulio Tanaka,,1,No Elo Data,
Mardik Mardikian,,1,No Elo Data,
Marek Hamšík,,5,No Elo Data,
Marek Heinz,,3,No Elo Data,
Marek Jankulovski,,4,No Elo Data,
Marek Kulič,,1,No Elo Data,
Marek Kusto,,1,No Elo Data,
Marek Leśniak,,3,No Elo Data,
Marek Mintál,,1,No Elo Data,
Marek Ostrowski,,1,No Elo Data,
Marek Sapara,,2,No Elo Data,
Marek Čech,,2,No Elo Data,
Marians Pahars,,5,No Elo Data,
Marin Petkov,,1,No Elo Data,
Marino Klinger,,1,No Elo Data,
Marinos Ouzounidis,,1,No Elo Data,
Marinos Tzionis,Cyprus,3,No Elo Data,64.0
Mario Balotelli,,6,No Elo Data,
Mario Bertini,,1,No Elo Data,
Mario Bolatti,,1,No Elo Data,
Mario Cordero,,2,No Elo Data,
Mario Corso,,1,No Elo Data,
Mario Evaristo,,1,No Elo Data,
Mario Fernández,,1,No Elo Data,
Mario Frick,,6,No Elo Data,
Mario Gaspar Pérez,,1,No Elo Data,
Mario Gavranović,,2,No Elo Data,
Mario Gjurovski,,1,No Elo Data,
Mario Gómez,,5,No Elo Data,
Mario Götze,Germany,3,17.0,82.0
Mario Haas,,1,No Elo Data,
Mario Kempes,,4,No Elo Data,
Mario Lemina,,1,No Elo Data,
Mario López,,2,No Elo Data,
Mario Magnozzi,,1,No Elo Data,
Mario Mandžukić,,9,No Elo Data,
Mario Martínez,,1,No Elo Data,
Mario Monge,,2,No Elo Data,
Mario Moreno,,1,No Elo Data,
Mario Méndez,,1,No Elo Data,
Mario Pašalić,Croatia,4,45.33,80.0
Mario Rafael Rodríguez,,3,No Elo Data,
Mario René Alfaro,,1,No Elo Data,
Mario Rodríguez,,5,No Elo Data,
Mario Saralegui,,1,No Elo Data,
Mario Soto,,1,No Elo Data,
Mario Stanić,,2,No Elo Data,
Mario Tenorio,,1,No Elo Data,
Mario Yepes,,4,No Elo Data,
Marios Agathokleous,,3,No Elo Data,
Marios Elia,,1,No Elo Data,
Marios Tsingis,,1,No Elo Data,
Marius Lăcătuș,,1,No Elo Data,
Marius Mouandilmadji,Chad,2,No Elo Data,73.0
Marius Niculae,,1,No Elo Data,
Marius Stankevičius,,5,No Elo Data,
Marius Walter,,1,No Elo Data,
Mariusz Lewandowski,,1,No Elo Data,
Marián Masný,,3,No Elo Data,
Mark Bresciano,,4,No Elo Data,
Mark Burton,,2,No Elo Data,
Mark Ebanks,,1,No Elo Data,
Mark González,,1,No Elo Data,
Mark Hateley,,3,No Elo Data,
Mark Hughes,,3,No Elo Data,
Mark Kennedy,,1,No Elo Data,
Mark Kinsella,Republic of Ireland,2,No Elo Data,63.0
Mark Lawrenson,,3,No Elo Data,
Mark Milligan,,2,No Elo Data,
Mark Pembridge,,2,No Elo Data,
Mark Peterson,,1,No Elo Data,
Mark Rogers,,1,No Elo Data,
Mark Viduka,,2,No Elo Data,
Mark Watson,,3,No Elo Data,
Mark Williams,,3,No Elo Data,
Mark Wright,,1,No Elo Data,
Mark van Bommel,,2,No Elo Data,
Marko Arnautović,,14,No Elo Data,
Marko Babić,,1,No Elo Data,
Marko Dević,,1,No Elo Data,
Marko Livaja,Croatia,3,45.0,79.0
Marko Pantelić,,2,No Elo Data,
Marko Rehmer,,1,No Elo Data,
Marko Simić,,1,No Elo Data,
Marko Tući,Montenegro,1,No Elo Data,69.0
Marko Valok,,1,No Elo Data,
Marko Vešović,,1,No Elo Data,
Markus Henriksen,,2,No Elo Data,
Markus Schopp,,2,No Elo Data,
Markus Tanner,,2,No Elo Data,
Marlon Ayoví,,1,No Elo Data,
Marlon Felter,,1,No Elo Data,
Marlon James,,2,No Elo Data,
Marlon King,,2,No Elo Data,
Marlos Huggins,,1,No Elo Data,
Marouane Chamakh,,3,No Elo Data,
Marouane Fellaini,,7,No Elo Data,
Maroš Klimpl,,1,No Elo Data,
Marquinhos,Brazil,5,-1.25,87.0
Marselino Ferdinan,,2,No Elo Data,
Marten de Roon,,1,No Elo Data,
Martin Agnarsson,,2,No Elo Data,
Martin Baturina,Croatia,1,-2.0,78.0
Martin Boyle,,2,No Elo Data,
Martin Braithwaite,,1,No Elo Data,
Martin Büchel,,1,No Elo Data,
Martin Chivers,,2,No Elo Data,
Martin Dahlin,,10,No Elo Data,
Martin Dúbravka,Slovakia,1,No Elo Data,77.0
Martin Fabuš,,2,No Elo Data,
Martin Frýdek,,1,No Elo Data,
Martin Harnik,,2,No Elo Data,
Martin Hinteregger,,2,No Elo Data,
Martin Hoffmann,,2,No Elo Data,
Martin Jakubko,,1,No Elo Data,
Martin Jiránek,,1,No Elo Data,
Martin Jørgensen,,1,No Elo Data,
Martin Laursen,,1,No Elo Data,
Martin O'Neill,,1,No Elo Data,
Martin Olsson,,1,No Elo Data,
Martin Paterson,,1,No Elo Data,
Martin Peters,,3,No Elo Data,
Martin Petrov,,5,No Elo Data,
Martin Petráš,,1,No Elo Data,
Martin Reim,,5,No Elo Data,
Martin Stocklasa,,1,No Elo Data,
Martin Stranzl,,2,No Elo Data,
Martin Vunk,,1,No Elo Data,
Martin Zubimendi,,1,No Elo Data,
Martin Škrtel,,5,No Elo Data,
Martins Eyo,,1,No Elo Data,
Martín Cáceres,,2,No Elo Data,
Martín Demichelis,,1,No Elo Data,
Martín Flor,,1,No Elo Data,
Martín Hidalgo,,1,No Elo Data,
Martín Palermo,,1,No Elo Data,
Martín Rodríguez,Uruguay,1,-48.0,65.0
Marvin Andrews,,4,No Elo Data,
Marvin Faustin,,1,No Elo Data,
Marvin González,,2,No Elo Data,
Marvin Monterrosa,,1,No Elo Data,
Marvin Ogunjimi,,2,No Elo Data,
Marvin Rodríguez,,1,No Elo Data,
Marwan Khalifa Khouri,,1,No Elo Data,
Marwan Medrati,,1,No Elo Data,
Maryan Wisniewski,,5,No Elo Data,
Marzouk Al-Otaibi,,3,No Elo Data,
Masaaki Sawanobori,,1,No Elo Data,
Masahiko Inoha,,1,No Elo Data,
Masahiro Fukuda,,1,No Elo Data,
Masashi Nakayama,,2,No Elo Data,
Masashi Oguro,,3,No Elo Data,
Masashi Watanabe,,1,No Elo Data,
Masayuki Okano,,1,No Elo Data,
Mason Mount,,2,No Elo Data,
Massadio Haïdara,Mali,1,No Elo Data,73.0
Massamasso Tchangai,,1,No Elo Data,
Massimo Lombardo,,1,No Elo Data,
Massimo Luongo,,3,No Elo Data,
Massimo Oddo,,1,No Elo Data,
Master Masiku,,1,No Elo Data,
Mat Noh,,1,No Elo Data,
Matateu,,1,No Elo Data,
Mate Vatsadze,,1,No Elo Data,
Matej Mavrič,,1,No Elo Data,
Mateja Kežman,,5,No Elo Data,
Mateo Chávez,Mexico,1,25.0,72.0
Mateo Kovačić,Croatia,2,-29.5,83.0
Mateo Retegui,Italy,3,No Elo Data,83.0
Matheus Cunha,Brazil,1,6.0,83.0
Mathew Leckie,,6,No Elo Data,
Mathias Jänisch,,1,No Elo Data,
Mathias Normann,,1,No Elo Data,
Mathias Olesen,,1,No Elo Data,
Mathías Olivera,Uruguay,2,22.0,78.0
Mats Hummels,,4,No Elo Data,
Mats Magnusson,,2,No Elo Data,
Mats Møller Dæhli,Norway,1,0.0,73.0
Matt Doherty,,2,No Elo Data,
Matt Elliott,,2,No Elo Data,
Matt Holland,,2,No Elo Data,
Matt McKay,,1,No Elo Data,
Matt Moussilou,,1,No Elo Data,
Matt Ritchie,,1,No Elo Data,
Matteo Darmian,Italy,1,No Elo Data,81.0
Matteo Pessina,Italy,1,No Elo Data,76.0
Matteo Vitaioli,,1,No Elo Data,
Matthew Amoah,,5,No Elo Data,
Matthew Booth,,1,No Elo Data,
Matthew Guillaumier,,1,No Elo Data,
Matthew Hoppe,,1,No Elo Data,
Matthias Ginter,,2,No Elo Data,
Matthias Liebers,,1,No Elo Data,
Matthias Phaëton,,2,No Elo Data,
Matthias Sammer,,4,No Elo Data,
Matthias Sindelar,,1,No Elo Data,
Matthijs de Ligt,Netherlands,1,32.0,82.0
Matthías Hallgrímsson,,1,No Elo Data,
Matti Paatelainen,,2,No Elo Data,
Mattia Destro,,1,No Elo Data,
Mattia Stefanelli,,1,No Elo Data,
Mattia Zaccagni,Italy,1,No Elo Data,84.0
Mattias Jonson,,5,No Elo Data,
Mattias Käit,Estonia,3,No Elo Data,65.0
Matty Cash,,2,No Elo Data,
Matty Geoghegan,,1,No Elo Data,
Matéo Degrumelle,,1,No Elo Data,
Matías Fernández,Argentina,2,11.0,75.0
Matías Galarza,Paraguay,3,29.0,73.0
Matěj Vydra,Czechia,1,No Elo Data,74.0
Maurice Escalona,,1,No Elo Data,
Maurice Tillotson,,1,No Elo Data,
Maurice Willems,,1,No Elo Data,
Mauricio Alfaro,,1,No Elo Data,
Mauricio Alonso Rodríguez,,2,No Elo Data,
Mauricio Ernesto González,,1,No Elo Data,
Mauricio Isla,,1,No Elo Data,
Mauricio Molina,,1,No Elo Data,
Mauricio Pineda,United States,1,-26.0,65.0
Mauricio Pinilla,,3,No Elo Data,
Mauricio Pochettino,,1,No Elo Data,
Mauricio Ramos,,1,No Elo Data,
Mauricio Serna,,2,No Elo Data,
Mauricio Solís,,1,No Elo Data,
Mauricio Wright,,1,No Elo Data,
Maurinho,,1,No Elo Data,
Mauro Camoranesi,,2,No Elo Data,
Mauro Rodrigues,,1,No Elo Data,
Mavango Kiala,,1,No Elo Data,
Mawa Inunu,,1,No Elo Data,
Max Abegglen,,2,No Elo Data,
Max Ebong,,1,No Elo Data,
Max Gradel,,7,No Elo Data,
Max Hagmayr,,1,No Elo Data,
